saleDate_sk,CalendarDay,CalendarWeek,CalendarQuarter,CalendarMonth,CalendarYear,FiscalDay,FiscalWeek,FiscalQuarter,FiscalMonth,FiscalYear,Date,source
9217,20,13,1,3,2011,20,25,4,12,2011,3/20/11,TPCE
9380,23,22,2,5,2011,23,34,1,2,2012,5/23/11,TPCE
9382,8,37,3,9,2011,8,49,2,6,2012,9/8/11,TPCE
9385,16,29,3,7,2011,16,41,2,4,2012,7/16/11,TPCE
9563,19,12,1,3,2011,19,24,4,12,2011,3/19/11,TPCE
9566,13,46,4,11,2010,13,58,3,8,2011,11/13/10,TPCE
9611,10,3,1,1,2011,10,43,4,10,2011,1/10/11,TPCE
9628,22,48,4,11,2010,22,60,3,8,2011,11/22/10,TPCE
9652,28,18,2,4,2011,28,30,1,1,2012,4/28/11,TPCE
9658,8,2,1,1,2011,8,42,4,10,2011,1/8/11,TPCE
9661,6,15,2,4,2011,6,27,1,1,2012,4/6/11,TPCE
9688,30,45,4,10,2011,30,57,3,7,2012,10/30/11,TPCE
9690,15,38,3,9,2011,15,50,2,6,2012,9/15/11,TPCE
9830,3,49,4,12,2010,3,61,3,9,2011,12/3/10,TPCE
9852,6,11,1,3,2011,6,51,4,12,2011,3/6/11,TPCE
10458,17,25,2,6,2011,17,37,1,3,2012,6/17/11,TPCE
10730,3,19,2,5,2011,3,31,1,2,2012,5/3/11,TPCE
11041,16,8,1,2,2011,16,48,4,11,2011,2/16/11,TPCE
11048,14,38,3,9,2011,14,50,2,6,2012,9/14/11,TPCE
11146,26,18,2,4,2011,26,30,1,1,2012,4/26/11,TPCE
11151,16,21,2,5,2011,16,33,1,2,2012,5/16/11,TPCE
11198,17,38,3,9,2011,17,50,2,6,2012,9/17/11,TPCE
11234,24,26,2,6,2011,24,38,1,3,2012,6/24/11,TPCE
11248,9,24,2,6,2011,9,36,1,3,2012,6/9/11,TPCE
11282,4,41,4,10,2011,4,53,3,7,2012,10/4/11,TPCE
11292,7,28,3,7,2011,7,40,2,4,2012,7/7/11,TPCE
11312,9,42,4,10,2011,9,54,3,7,2012,10/9/11,TPCE
11412,11,50,4,12,2010,11,62,3,9,2011,12/11/10,TPCE
11420,27,31,3,7,2011,27,43,2,4,2012,7/27/11,TPCE
11421,28,36,3,8,2011,28,48,2,5,2012,8/28/11,TPCE
11713,2,6,1,2,2011,2,46,4,11,2011,2/2/11,TPCE
11727,1,1,1,1,2011,1,41,4,10,2011,1/1/11,TPCE
11733,24,31,3,7,2011,24,43,2,4,2012,7/24/11,TPCE
11748,26,1,4,12,2010,26,41,3,9,2011,12/26/10,TPCE
11993,18,4,1,1,2011,18,44,4,10,2011,1/18/11,TPCE
12038,18,21,2,5,2011,18,33,1,2,2012,5/18/11,TPCE
12060,5,19,2,5,2011,5,31,1,2,2012,5/5/11,TPCE
12063,10,7,1,2,2011,10,47,4,11,2011,2/10/11,TPCE
12132,26,5,1,1,2011,26,45,4,10,2011,1/26/11,TPCE
12209,28,27,2,6,2011,28,39,1,3,2012,6/28/11,TPCE
12227,31,6,1,1,2011,31,46,4,10,2011,1/31/11,TPCE
12261,13,38,3,9,2011,13,50,2,6,2012,9/13/11,TPCE
12264,14,12,1,3,2011,14,24,4,12,2011,3/14/11,TPCE
12284,13,42,4,10,2011,13,54,3,7,2012,10/13/11,TPCE
12305,16,47,4,11,2010,16,59,3,8,2011,11/16/10,TPCE
12336,26,40,3,9,2011,26,52,2,6,2012,9/26/11,TPCE
12400,16,51,4,12,2010,16,63,3,9,2011,12/16/10,TPCE
12407,12,25,2,6,2011,12,37,1,3,2012,6/12/11,TPCE
12410,20,30,3,7,2011,20,42,2,4,2012,7/20/11,TPCE
12438,29,5,1,1,2011,29,45,4,10,2011,1/29/11,TPCE
12546,16,25,2,6,2011,16,37,1,3,2012,6/16/11,TPCE
12688,28,5,1,1,2011,28,45,4,10,2011,1/28/11,TPCE
12776,2,36,3,9,2011,2,48,2,6,2012,9/2/11,TPCE
12829,29,49,4,11,2010,29,61,3,8,2011,11/29/10,TPCE
12868,9,33,3,8,2011,9,45,2,5,2012,8/9/11,TPCE
12887,12,29,3,7,2011,12,41,2,4,2012,7/12/11,TPCE
12893,1,10,1,3,2011,1,50,4,12,2011,3/1/11,TPCE
12928,6,7,1,2,2011,6,47,4,11,2011,2/6/11,TPCE
12929,17,51,4,12,2010,17,63,3,9,2011,12/17/10,TPCE
13107,3,23,2,6,2011,3,35,1,3,2012,6/3/11,TPCE
13183,31,1,4,12,2010,31,41,3,9,2011,12/31/10,TPCE
13195,1,14,2,4,2011,1,26,1,1,2012,4/1/11,TPCE
13225,11,11,1,3,2011,11,51,4,12,2011,3/11/11,TPCE
13230,14,3,1,1,2011,14,43,4,10,2011,1/14/11,TPCE
13274,4,23,2,6,2011,4,35,1,3,2012,6/4/11,TPCE
13280,17,12,1,3,2011,17,24,4,12,2011,3/17/11,TPCE
13464,21,30,3,7,2011,21,42,2,4,2012,7/21/11,TPCE
13476,5,37,3,9,2011,5,49,2,6,2012,9/5/11,TPCE
13517,30,27,2,6,2011,30,39,1,3,2012,6/30/11,TPCE
13554,22,22,2,5,2011,22,34,1,2,2012,5/22/11,TPCE
13809,9,50,4,12,2010,9,62,3,9,2011,12/9/10,TPCE
14188,1,32,3,8,2011,1,44,2,5,2012,8/1/11,TPCE
14709,13,25,2,6,2011,13,37,1,3,2012,6/13/11,TPCE
16052,1,23,2,6,2011,1,35,1,3,2012,6/1/11,TPCE
16430,11,20,2,5,2011,11,32,1,2,2012,5/11/11,TPCE
16457,31,14,1,3,2011,31,26,4,12,2011,3/31/11,TPCE
16645,8,46,4,11,2010,8,58,3,8,2011,11/8/10,TPCE
16651,23,13,1,3,2011,23,25,4,12,2011,3/23/11,TPCE
16682,17,30,3,7,2011,17,42,2,4,2012,7/17/11,TPCE
16696,12,20,2,5,2011,12,32,1,2,2012,5/12/11,TPCE
16699,7,46,4,11,2010,7,58,3,8,2011,11/7/10,TPCE
16987,28,49,4,11,2010,28,61,3,8,2011,11/28/10,TPCE
17036,29,36,3,8,2011,29,48,2,5,2012,8/29/11,TPCE
17191,25,9,1,2,2011,25,49,4,11,2011,2/25/11,TPCE
17210,3,6,1,2,2011,3,46,4,11,2011,2/3/11,TPCE
17214,7,37,3,9,2011,7,49,2,6,2012,9/7/11,TPCE
17834,9,15,2,4,2011,9,27,1,1,2012,4/9/11,TPCE
17893,18,51,4,12,2010,18,63,3,9,2011,12/18/10,TPCE
18007,14,16,2,4,2011,14,28,1,1,2012,4/14/11,TPCE
18146,17,43,4,10,2011,17,55,3,7,2012,10/17/11,TPCE
18415,10,33,3,8,2011,10,45,2,5,2012,8/10/11,TPCE
18655,25,35,3,8,2011,25,47,2,5,2012,8/25/11,TPCE
18764,10,11,1,3,2011,10,51,4,12,2011,3/10/11,TPCE
19388,7,11,1,3,2011,7,51,4,12,2011,3/7/11,TPCE
19519,1,27,3,7,2011,1,39,2,4,2012,7/1/11,TPCE
19554,3,36,3,9,2011,3,48,2,6,2012,9/3/11,TPCE
19670,18,34,3,8,2011,18,46,2,5,2012,8/18/11,TPCE
19719,4,6,1,2,2011,4,46,4,11,2011,2/4/11,TPCE
19725,13,3,1,1,2011,13,43,4,10,2011,1/13/11,TPCE
19809,22,30,3,7,2011,22,42,2,4,2012,7/22/11,TPCE
20105,3,32,3,8,2011,3,44,2,5,2012,8/3/11,TPCE
23110,9,7,1,2,2011,9,47,4,11,2011,2/9/11,TPCE
25197,30,44,4,10,2010,30,56,3,7,2011,10/30/10,TPCE
25219,8,20,2,5,2011,8,32,1,2,2012,5/8/11,TPCE
25287,18,8,1,2,2011,18,48,4,11,2011,2/18/11,TPCE
25587,1,40,4,10,2011,1,52,3,7,2012,10/1/11,TPCE
25813,19,47,4,11,2010,19,59,3,8,2011,11/19/10,TPCE
25836,7,50,4,12,2010,7,62,3,9,2011,12/7/10,TPCE
25957,16,16,2,4,2011,16,28,1,1,2012,4/16/11,TPCE
26025,16,38,3,9,2011,16,50,2,6,2012,9/16/11,TPCE
26102,26,35,3,8,2011,26,47,2,5,2012,8/26/11,TPCE
26130,14,20,2,5,2011,14,32,1,2,2012,5/14/11,TPCE
28738,15,3,1,1,2011,15,43,4,10,2011,1/15/11,TPCE
29309,18,25,2,6,2011,18,37,1,3,2012,6/18/11,TPCE
36199,15,25,2,6,2011,15,37,1,3,2012,6/15/11,TPCE
38499,5,6,1,2,2011,5,46,4,11,2011,2/5/11,TPCE
